1.conll.naf144	1996_AFC_Asian_Cup	AFC_Asian_Cup
1.conll.naf1760	Japan_national_football_team	Japan
1.conll.naf358	Uzbekistan_national_football_team	Uzbekistan
1.conll.naf746	Soviet_Union	Soviet_Union
1.conll.naf1191	Syria_national_football_team	None
1.conll.naf1536	Syria_national_football_team	None
1.conll.naf111	Japan_national_football_team	Japan
1.conll.naf1220	None	Salem_Bitar
1.conll.naf876	Uzbekistan_national_football_team	Uzbekistan
1.conll.naf464	Uzbekistan_national_football_team	Uzbekistan
1.conll.naf1966	FIFA_World_Cup	World_Cup
1.conll.naf1366	Hassan_Abbas	Hassan_Abbas
1.conll.naf842	1994_Asian_Games	Asian_Games
1.conll.naf9	Japan_national_football_team	Japan
1.conll.naf780	AFC_Asian_Cup	AFC_Asian_Cup
1.conll.naf1495	None	Salem_Bitar
1.conll.naf371	China_national_football_team	China
1.conll.naf243	China_national_football_team	China
1.conll.naf1601	Japan_national_football_team	Japan
1.conll.naf2073	United_Arab_Emirates_national_football_team	United_Arab_Emirates
1.conll.naf615	None	None
1.conll.naf58	None	None
1.conll.naf1796	Syria_national_football_team	None
1.conll.naf1772	Shu_Kamo	Shu_Kamo
1.conll.naf70	Al_Ain	None
1.conll.naf1152	Hiroshige_Yanagimoto	Hiroshige_Yanagimoto
1.conll.naf79	United_Arab_Emirates	United_Arab_Emirates
1.conll.naf1630	Syria_national_football_team	None
1.conll.naf1511	None	Nader_Jokhadar
1.conll.naf1695	Syria_national_football_team	None
1.conll.naf2093	South_Korea_national_football_team	South_Korea
1.conll.naf1942	Japan	Japan
1.conll.naf1082	Takuya_Takagi	Takuya_Takagi
1.conll.naf189	Syria_national_football_team	None
1.conll.naf478	Igor_Shkvyrin	Igor_Shkvyrin
1.conll.naf2113	Indonesia_national_football_team	Indonesia
1.conll.naf1838	None	None
1.conll.naf2082	Kuwait_national_football_team	Kuwait
1.conll.naf1712	None	Salem_Bitar
1.conll.naf1074	Syria_national_football_team	None
1.conll.naf2016	FIFA	FIFA
1.conll.naf984	Japan_national_football_team	Japan
1.conll.naf31	China_national_football_team	China
1.conll.naf576	China	Chinese
1.conll.naf1333	Syria_national_football_team	None
10.conll.naf329	Limoges_CSP	Limoges
10.conll.naf311	None	Turkey
10.conll.naf822	None	Turkey
10.conll.naf608	Panathinaikos_B.C.	Panathinaikos_A.O.
10.conll.naf947	CB_Sevilla	Seville
10.conll.naf570	Spirou_Charleroi	Charleroi
10.conll.naf339	France	France
10.conll.naf532	CB_Estudiantes	CB_Estudiantes
10.conll.naf853	France	France
10.conll.naf913	Virtus_Pallacanestro_Bologna	Virtus_Pallacanestro_Bologna
10.conll.naf36	London	London
10.conll.naf13	Euroleague	None
10.conll.naf990	Russia	Russia
10.conll.naf298	None	None
10.conll.naf211	Russia	Russia
10.conll.naf416	Italy	Italy
10.conll.naf499	Alba_Berlin	Alba_Berlin
10.conll.naf654	Slovenia	Slovenia
10.conll.naf930	Italy	Italy
10.conll.naf871	KK_Partizan	FK_Partizan
10.conll.naf719	Spain	Spain
10.conll.naf446	Greece	Greece
10.conll.naf357	Panionios_B.C.	Panionios
10.conll.naf744	Croatia	Croatia
10.conll.naf433	None	Olympiakos_Nicosia
10.conll.naf782	Germany	Germany
10.conll.naf513	Germany	Germany
10.conll.naf480	Croatia	Croatia
10.conll.naf674	ASVEL_Basket	Villeurbanne
10.conll.naf197	PBC_CSKA_Moscow	CSKA_Moscow
10.conll.naf78	Euroleague	Euroleague_Basketball
10.conll.naf553	Spain	Spain
10.conll.naf244	Italy	Italy
10.conll.naf763	Bayer_Giants_Leverkusen	Bayer_04_Leverkusen
10.conll.naf395	Fortitudo_Pallacanestro_Bologna	Fortitudo_Pallacanestro_Bologna
10.conll.naf957	Spain	Spain
10.conll.naf840	Ãlan_BÃ©arnais_Pau-Orthez	Ãlan_BÃ©arnais_Pau-Orthez
10.conll.naf736	KK_Split	Split-8
10.conll.naf464	KK_Cibona	KK_Cibona
10.conll.naf891	Yugoslavia	Yugoslavia
10.conll.naf261	Maccabi_Tel_Aviv_B.C.	Maccabi_Tel_Aviv_B.C.
10.conll.naf642	None	Ljubljana
10.conll.naf280	Israel	Israel
10.conll.naf624	Greece	Greece
10.conll.naf227	None	Olimpia_Milano
10.conll.naf369	Greece	Greece
10.conll.naf808	Anadolu_Efes_S.K.	Efes_Beverage_Group
10.conll.naf689	France	France
10.conll.naf707	FC_Barcelona_BÃ squet	Barcelona
10.conll.naf974	BC_Dynamo_Moscow	FC_Dynamo_Moscow
10.conll.naf582	Belgium	Belgium
100.conll.naf450	O_Globo	O_Globo
100.conll.naf535	O_Globo	O_Globo
100.conll.naf257	Rio_de_Janeiro	Rio_de_Janeiro
100.conll.naf52	Rio_de_Janeiro	None
100.conll.naf78	Brazil	None
100.conll.naf0	Brazil	None
101.conll.naf47	Santiago	None
101.conll.naf573	Mexico	None
101.conll.naf194	Ministry_of_Finance_(Chile)	Finance
101.conll.naf908	None	None
101.conll.naf762	Mexico	None
101.conll.naf655	None	None
101.conll.naf398	None	None
101.conll.naf1174	Santiago	Santiago
101.conll.naf946	Chile	Chilean_cuisine
101.conll.naf1159	None	None
101.conll.naf233	Chile	Chilean_cuisine
101.conll.naf77	Mexico	None
101.conll.naf8	Mexico	None
101.conll.naf0	Chile	Chilean_cuisine
101.conll.naf67	Chile	Chilean_cuisine
101.conll.naf211	None	None
101.conll.naf773	Chile	Chilean_cuisine
101.conll.naf714	Canada	Canada
102.conll.naf1520	None	Jakarta
102.conll.naf1176	JosÃ©_Ramos-Horta	JosÃ©_Ramos-Horta
102.conll.naf2166	Jakarta	Jakarta
102.conll.naf1779	Ali_Alatas	Ali_Alatas
102.conll.naf95	Catholic_Church	Catholic_Church
102.conll.naf1996	Helmut_Kohl	Helmut_Kohl
102.conll.naf477	None	None
